Year,Period,PeriodNo,Price,Crop,ObjectId
2023,Weekly,25,370.37952,"Wheat, Red Winter",173
2023,Weekly,25,349.3974,"Wheat, Special Purpose (Low Vomi)",174
2023,Weekly,25,398.30496,"Wheat, Western Red Spring",175
2023,Weekly,26,328.3995,"Barley, #1CW",176
2023,Weekly,26,,"Canola Meal, 34%, Altona",177
2023,Weekly,26,709.44028,"Canola, #1CR",178
2023,Weekly,26,336.20272,"Corn, #2",179
2023,Weekly,26,536.19216,"Flaxseed, #1CW",180
2023,Weekly,26,269.0943,"Oats, #2CW",181
2023,Weekly,26,348.70056,"Peas, #2 Yellow",182
2023,Weekly,26,581.65752,Soybeans,183
2023,Weekly,26,,"Soymeal, 46%, Wpg",184
2023,Weekly,26,369.2772,"Wheat, Northern Hard Red",185
2023,Weekly,26,362.29584,"Wheat, Red Winter",186
2023,Weekly,26,348.6626,"Wheat, Special Purpose (Low Vomi)",187
2023,Weekly,26,378.83064,"Wheat, Western Red Spring",188
2023,Weekly,27,347.2308,"Barley, #1CW",189
2023,Weekly,27,,"Canola Meal, 34%, Altona",190
2023,Weekly,27,743.39112,"Canola, #1CR",191
2023,Weekly,27,332.6596,"Corn, #2",192
2023,Weekly,27,533.83008,"Flaxseed, #1CW",193
2023,Weekly,27,298.92162,"Oats, #2CW",194
2023,Weekly,27,339.51456,"Peas, #2 Yellow",195
2023,Weekly,27,584.59704,Soybeans,196
2023,Weekly,27,,"Soymeal, 46%, Wpg",197
2023,Weekly,27,381.03528,"Wheat, Northern Hard Red",198
2023,Weekly,27,365.23536,"Wheat, Red Winter",199
2023,Weekly,27,353.0714,"Wheat, Special Purpose (Low Vomi)",200
2023,Weekly,20,309.0388,"Corn, #2",201
2023,Weekly,20,520.83864,"Flaxseed, #1CW",202
2023,Weekly,20,254.18064,"Oats, #2CW",203
2023,Weekly,20,374.42136,"Peas, #2 Yellow",204
2023,Weekly,20,613.99224,Soybeans,205
2023,Weekly,20,,"Soymeal, 46%, Wpg",206
2023,Weekly,20,382.87248,"Wheat, Northern Hard Red",207
2023,Weekly,20,374.42136,"Wheat, Red Winter",208
2023,Weekly,20,356.7454,"Wheat, Special Purpose (Low Vomi)",209
2023,Weekly,20,389.85384,"Wheat, Western Red Spring",210
2023,Weekly,21,314.1612,"Barley, #1CW",211
2023,Weekly,21,425,"Canola Meal, 34%, Altona",212
2023,Weekly,21,689.15796,"Canola, #1CR",213
2023,Weekly,21,327.14808,"Corn, #2",214
2023,Weekly,21,527.13752,"Flaxseed, #1CW",215
2023,Weekly,21,255.47748,"Oats, #2CW",216
2023,Weekly,21,372.9516,"Peas, #2 Yellow",217
2023,Weekly,21,589.37376,Soybeans,218
2023,Weekly,21,,"Soymeal, 46%, Wpg",219
2023,Weekly,21,376.25856,"Wheat, Northern Hard Red",220
2023,Weekly,21,367.07256,"Wheat, Red Winter",221
2023,Weekly,21,350.4996,"Wheat, Special Purpose (Low Vomi)",222
2023,Weekly,21,380.66784,"Wheat, Western Red Spring",223
2023,Weekly,22,318.7542,"Barley, #1CW",224
2023,Weekly,22,,"Canola Meal, 34%, Altona",225
2023,Weekly,22,656.52988,"Canola, #1CR",226
2023,Weekly,22,327.14808,"Corn, #2",227
2023,Weekly,22,530.28696,"Flaxseed, #1CW",228
2023,Weekly,22,255.47748,"Oats, #2CW",229
2023,Weekly,22,362.66328,"Peas, #2 Yellow",230
2023,Weekly,22,584.2296,Soybeans,231
2023,Weekly,22,,"Soymeal, 46%, Wpg",232
2023,Weekly,22,366.70512,"Wheat, Northern Hard Red",233
2023,Weekly,22,357.15168,"Wheat, Red Winter",234
2023,Weekly,22,343.1516,"Wheat, Special Purpose (Low Vomi)",235
2023,Weekly,22,371.48184,"Wheat, Western Red Spring",236
2023,Weekly,23,322.4286,"Barley, #1CW",237
2023,Weekly,23,,"Canola Meal, 34%, Altona",238
2023,Weekly,23,681.2214,"Canola, #1CR",239
2023,Weekly,23,333.84064,"Corn, #2",240
2023,Weekly,23,531.86168,"Flaxseed, #1CW",241
2023,Weekly,23,257.42274,"Oats, #2CW",242
2023,Weekly,23,360.0912,"Peas, #2 Yellow",243
2023,Weekly,23,590.10864,Soybeans,244
2023,Weekly,23,,"Soymeal, 46%, Wpg",245
2023,Weekly,23,370.01208,"Wheat, Northern Hard Red",246
2023,Weekly,23,356.04936,"Wheat, Red Winter",247
2023,Weekly,23,340.9472,"Wheat, Special Purpose (Low Vomi)",248
2023,Weekly,23,376.99344,"Wheat, Western Red Spring",249
2023,Weekly,24,320.5914,"Barley, #1CW",250
2023,Weekly,27,388.75152,"Wheat, Western Red Spring",251
2023,Weekly,28,340.3413,"Barley, #1CW",252
2023,Weekly,28,453.05,"Canola Meal, 34%, Altona",253
2023,Weekly,28,794.97876,"Canola, #1CR",254
2023,Weekly,28,342.5016,"Corn, #2",255
2023,Weekly,28,537.76688,"Flaxseed, #1CW",256
2023,Weekly,28,286.60164,"Oats, #2CW",257
2023,Weekly,28,342.08664,"Peas, #2 Yellow",258
2023,Weekly,28,581.65752,Soybeans,259
2023,Weekly,28,,"Soymeal, 46%, Wpg",260
2023,Weekly,28,390.22128,"Wheat, Northern Hard Red",261
2023,Weekly,28,374.7888,"Wheat, Red Winter",262
2023,Weekly,28,360.052,"Wheat, Special Purpose (Low Vomi)",263
2023,Weekly,28,399.77472,"Wheat, Western Red Spring",264
2023,Weekly,29,340.3413,"Barley, #1CW",265
2023,Weekly,29,474.43,"Canola Meal, 34%, Altona",266
2023,Weekly,29,804.23808,"Canola, #1CR",267
2023,Weekly,29,347.22576,"Corn, #2",268
2023,Weekly,29,540.91632,"Flaxseed, #1CW",269
2023,Weekly,29,304.7574,"Oats, #2CW",270
2023,Weekly,29,340.98432,"Peas, #2 Yellow",271
2023,Weekly,29,582.02496,Soybeans,272
2023,Weekly,29,,"Soymeal, 46%, Wpg",273
2023,Weekly,29,389.4864,"Wheat, Northern Hard Red",274
2023,Weekly,29,374.42136,"Wheat, Red Winter",275
2023,Weekly,29,365.9304,"Wheat, Special Purpose (Low Vomi)",276
2023,Weekly,29,401.61192,"Wheat, Western Red Spring",277
2023,Weekly,30,335.7483,"Barley, #1CW",278
2023,Weekly,30,499,"Canola Meal, 34%, Altona",279
2023,Weekly,30,798.0652,"Canola, #1CR",280
2023,Weekly,30,348.4068,"Corn, #2",281
2023,Weekly,30,540.52264,"Flaxseed, #1CW",282
2023,Weekly,30,319.02264,"Oats, #2CW",283
2023,Weekly,30,340.98432,"Peas, #2 Yellow",284
2023,Weekly,30,586.43424,Soybeans,285
2023,Weekly,30,,"Soymeal, 46%, Wpg",286
2023,Weekly,30,390.95616,"Wheat, Northern Hard Red",287
2023,Weekly,30,381.40272,"Wheat, Red Winter",288
2023,Weekly,30,361.889,"Wheat, Special Purpose (Low Vomi)",289
2023,Weekly,30,406.0212,"Wheat, Western Red Spring",290
2023,Weekly,31,311.4054,"Barley, #1CW",291
2023,Weekly,31,472.34,"Canola Meal, 34%, Altona",292
2023,Weekly,31,757.50056,"Canola, #1CR",293
2023,Weekly,31,333.05328,"Corn, #2",294
2023,Weekly,31,536.19216,"Flaxseed, #1CW",295
2023,Weekly,31,326.15526,"Oats, #2CW",296
2023,Weekly,31,361.56096,"Peas, #2 Yellow",297
2023,Weekly,31,575.41104,Soybeans,298
2023,Weekly,31,,"Soymeal, 46%, Wpg",299
2023,Weekly,31,353.47728,"Wheat, Northern Hard Red",300
2023,Weekly,4,396.4246,"Wheat, Special Purpose (Low Vomi)",301
2023,Weekly,16,272.3364,"Oats, #2CW",302
2023,Weekly,16,386.91432,"Peas, #2 Yellow",303
2023,Weekly,4,424.76064,"Wheat, Western Red Spring",304
2023,Weekly,16,674.98728,Soybeans,305
2023,Weekly,5,334.8297,"Barley, #1CW",306
2023,Weekly,16,,"Soymeal, 46%, Wpg",307
2023,Weekly,5,548,"Canola Meal, 34%, Altona",308
2023,Weekly,16,381.03528,"Wheat, Northern Hard Red",309
2023,Weekly,5,814.37924,"Canola, #1CR",310
2023,Weekly,16,374.7888,"Wheat, Red Winter",311
2023,Weekly,5,364.54768,"Corn, #2",312
2023,Weekly,16,364.4608,"Wheat, Special Purpose (Low Vomi)",313
2023,Weekly,5,673.58648,"Flaxseed, #1CW",314
2023,Weekly,16,393.1608,"Wheat, Western Red Spring",315
2023,Weekly,5,272.98482,"Oats, #2CW",316
2023,Weekly,17,323.3472,"Barley, #1CW",317
2023,Weekly,5,428.43504,"Peas, #2 Yellow",318
2023,Weekly,17,405.5,"Canola Meal, 34%, Altona",319
2023,Weekly,5,695.93136,Soybeans,320
2023,Weekly,17,708.55844,"Canola, #1CR",321
2023,Weekly,5,,"Soymeal, 46%, Wpg",322
2023,Weekly,17,341.32056,"Corn, #2",323
2023,Weekly,5,414.10488,"Wheat, Northern Hard Red",324
2023,Weekly,17,530.68064,"Flaxseed, #1CW",325
2023,Weekly,5,407.8584,"Wheat, Red Winter",326
2023,Weekly,17,267.79746,"Oats, #2CW",327
2023,Weekly,5,395.6898,"Wheat, Special Purpose (Low Vomi)",328
2023,Weekly,17,382.87248,"Peas, #2 Yellow",329
2023,Weekly,5,424.3932,"Wheat, Western Red Spring",330
2023,Weekly,17,659.92224,Soybeans,331
2023,Weekly,6,330.2367,"Barley, #1CW",332
2023,Weekly,17,,"Soymeal, 46%, Wpg",333
2023,Weekly,6,545,"Canola Meal, 34%, Altona",334
2023,Weekly,17,371.84928,"Wheat, Northern Hard Red",335
2023,Weekly,6,815.702,"Canola, #1CR",336
2023,Weekly,17,363.39816,"Wheat, Red Winter",337
2023,Weekly,6,363.36664,"Corn, #2",338
2023,Weekly,17,352.3366,"Wheat, Special Purpose (Low Vomi)",339
2023,Weekly,6,651.93408,"Flaxseed, #1CW",340
2023,Weekly,17,374.05392,"Wheat, Western Red Spring",341
2023,Weekly,6,278.17218,"Oats, #2CW",342
2023,Weekly,18,324.2658,"Barley, #1CW",343
2023,Weekly,6,429.9048,"Peas, #2 Yellow",344
2023,Weekly,6,697.40112,Soybeans,345
2023,Weekly,6,,"Soymeal, 46%, Wpg",346
2023,Weekly,6,414.47232,"Wheat, Northern Hard Red",347
2023,Weekly,6,406.75608,"Wheat, Red Winter",348
2023,Weekly,6,394.955,"Wheat, Special Purpose (Low Vomi)",349
2023,Weekly,6,425.49552,"Wheat, Western Red Spring",350
2023,Weekly,7,332.0739,"Barley, #1CW",351
2023,Weekly,7,538,"Canola Meal, 34%, Altona",352
2023,Weekly,7,810.85188,"Canola, #1CR",353
2023,Weekly,7,364.94136,"Corn, #2",354
2023,Weekly,7,631.06904,"Flaxseed, #1CW",355
2023,Weekly,7,272.98482,"Oats, #2CW",356
2023,Weekly,7,427.70016,"Peas, #2 Yellow",357
2023,Weekly,7,705.4848,Soybeans,358
2023,Weekly,7,,"Soymeal, 46%, Wpg",359
2023,Weekly,7,420.7188,"Wheat, Northern Hard Red",360
2023,Weekly,7,406.38864,"Wheat, Red Winter",361
2023,Weekly,7,393.118,"Wheat, Special Purpose (Low Vomi)",362
2023,Weekly,7,431.37456,"Wheat, Western Red Spring",363
2023,Weekly,8,334.3704,"Barley, #1CW",364
2023,Weekly,8,550,"Canola Meal, 34%, Altona",365
2023,Weekly,8,809.0882,"Canola, #1CR",366
2023,Weekly,8,361.79192,"Corn, #2",367
2023,Weekly,8,631.06904,"Flaxseed, #1CW",368
2023,Weekly,8,257.42274,"Oats, #2CW",369
2023,Weekly,8,429.16992,"Peas, #2 Yellow",370
2023,Weekly,8,714.6708,Soybeans,371
2023,Weekly,8,,"Soymeal, 46%, Wpg",372
2023,Weekly,18,447,"Canola Meal, 34%, Altona",373
2023,Weekly,18,729.28168,"Canola, #1CR",374
2023,Weekly,18,338.95848,"Corn, #2",375
2023,Weekly,18,525.5628,"Flaxseed, #1CW",376
2023,Weekly,18,263.25852,"Oats, #2CW",377
2023,Weekly,18,381.40272,"Peas, #2 Yellow",378
2023,Weekly,18,662.12688,Soybeans,379
2023,Weekly,18,,"Soymeal, 46%, Wpg",380
2023,Weekly,18,382.50504,"Wheat, Northern Hard Red",381
2023,Weekly,18,371.1144,"Wheat, Red Winter",382
2023,Weekly,18,357.4802,"Wheat, Special Purpose (Low Vomi)",383
2023,Weekly,18,386.17944,"Wheat, Western Red Spring",384
2023,Weekly,19,318.2949,"Barley, #1CW",385
2023,Weekly,19,453,"Canola Meal, 34%, Altona",386
2023,Weekly,19,719.14052,"Canola, #1CR",387
2023,Weekly,19,323.21128,"Corn, #2",388
2023,Weekly,19,522.80704,"Flaxseed, #1CW",389
2023,Weekly,19,263.25852,"Oats, #2CW",390
2023,Weekly,19,375.52368,"Peas, #2 Yellow",391
2023,Weekly,19,637.5084,Soybeans,392
2023,Weekly,19,,"Soymeal, 46%, Wpg",393
2023,Weekly,19,388.38408,"Wheat, Northern Hard Red",394
2023,Weekly,19,381.03528,"Wheat, Red Winter",395
2023,Weekly,19,356.7454,"Wheat, Special Purpose (Low Vomi)",396
2023,Weekly,19,396.8352,"Wheat, Western Red Spring",397
2023,Weekly,20,315.9984,"Barley, #1CW",398
2023,Weekly,20,434,"Canola Meal, 34%, Altona",399
2023,Weekly,20,705.03108,"Canola, #1CR",400
2023,Weekly,39,377.72832,"Peas, #2 Yellow",401
2023,Weekly,39,584.2296,Soybeans,402
2023,Weekly,39,,"Soymeal, 46%, Wpg",403
2023,Weekly,39,314.52864,"Wheat, Northern Hard Red",404
2023,Weekly,39,312.69144,"Wheat, Red Winter",405
2023,Weekly,39,302.0028,"Wheat, Special Purpose (Low Vomi)",406
2023,Weekly,39,332.16576,"Wheat, Western Red Spring",407
2023,Weekly,40,271.9056,"Barley, #1CW",408
2023,Weekly,40,376.1,"Canola Meal, 34%, Altona",409
2023,Weekly,40,686.51244,"Canola, #1CR",410
2023,Weekly,40,261.00984,"Corn, #2",411
2023,Weekly,40,578.31592,"Flaxseed, #1CW",412
2023,Weekly,40,326.15526,"Oats, #2CW",413
2023,Weekly,40,376.99344,"Peas, #2 Yellow",414
2023,Weekly,40,575.41104,Soybeans,415
2023,Weekly,40,,"Soymeal, 46%, Wpg",416
2023,Weekly,40,329.96112,"Wheat, Northern Hard Red",417
2023,Weekly,40,319.30536,"Wheat, Red Winter",418
2023,Weekly,40,306.0442,"Wheat, Special Purpose (Low Vomi)",419
2023,Weekly,40,338.41224,"Wheat, Western Red Spring",420
2023,Weekly,41,274.6614,"Barley, #1CW",421
2023,Weekly,41,405,"Canola Meal, 34%, Altona",422
2023,Weekly,41,691.80348,"Canola, #1CR",423
2023,Weekly,41,260.22248,"Corn, #2",424
2023,Weekly,41,578.31592,"Flaxseed, #1CW",425
2023,Weekly,41,341.06892,"Oats, #2CW",426
2023,Weekly,41,379.19808,"Peas, #2 Yellow",427
2023,Weekly,41,570.26688,Soybeans,428
2023,Weekly,41,,"Soymeal, 46%, Wpg",429
2023,Weekly,41,331.43088,"Wheat, Northern Hard Red",430
2023,Weekly,41,327.38904,"Wheat, Red Winter",431
2023,Weekly,41,304.5746,"Wheat, Special Purpose (Low Vomi)",432
2023,Weekly,41,337.30992,"Wheat, Western Red Spring",433
2023,Weekly,42,276.0393,"Barley, #1CW",434
2023,Weekly,42,436,"Canola Meal, 34%, Altona",435
2023,Weekly,42,678.57588,"Canola, #1CR",436
2023,Weekly,42,263.7656,"Corn, #2",437
2023,Weekly,42,583.43376,"Flaxseed, #1CW",438
2023,Weekly,42,335.88156,"Oats, #2CW",439
2023,Weekly,42,379.93296,"Peas, #2 Yellow",440
2023,Weekly,42,578.718,Soybeans,441
2023,Weekly,42,,"Soymeal, 46%, Wpg",442
2023,Weekly,42,336.94248,"Wheat, Northern Hard Red",443
2023,Weekly,42,334.3704,"Wheat, Red Winter",444
2023,Weekly,42,297.594,"Wheat, Special Purpose (Low Vomi)",445
2023,Weekly,42,345.3936,"Wheat, Western Red Spring",446
2023,Weekly,43,276.0393,"Barley, #1CW",447
2023,Weekly,43,466,"Canola Meal, 34%, Altona",448
2023,Weekly,43,656.08896,"Canola, #1CR",449
2023,Weekly,43,253.9236,"Corn, #2",450
2023,Weekly,47,,"Canola, #1CR",451
2023,Weekly,47,,"Corn, #2",452
2023,Weekly,47,,"Flaxseed, #1CW",453
2023,Weekly,47,,"Oats, #2CW",454
2023,Weekly,47,,"Peas, #2 Yellow",455
2023,Weekly,47,,Soybeans,456
2023,Weekly,47,,"Soymeal, 46%, Wpg",457
2023,Weekly,47,,"Wheat, Northern Hard Red",458
2023,Weekly,47,,"Wheat, Red Winter",459
2023,Weekly,47,,"Wheat, Special Purpose (Low Vomi)",460
2023,Weekly,47,,"Wheat, Western Red Spring",461
2023,Weekly,48,,"Barley, #1CW",462
2023,Weekly,48,,"Canola Meal, 34%, Altona",463
2023,Weekly,48,,"Canola, #1CR",464
2023,Weekly,48,,"Corn, #2",465
2023,Weekly,48,,"Flaxseed, #1CW",466
2023,Weekly,48,,"Oats, #2CW",467
2023,Weekly,48,,"Peas, #2 Yellow",468
2023,Weekly,48,,Soybeans,469
2023,Weekly,48,,"Soymeal, 46%, Wpg",470
2023,Weekly,48,,"Wheat, Northern Hard Red",471
2023,Weekly,48,,"Wheat, Red Winter",472
2023,Weekly,48,,"Wheat, Special Purpose (Low Vomi)",473
2023,Weekly,48,,"Wheat, Western Red Spring",474
2023,Weekly,49,,"Barley, #1CW",475
2023,Weekly,49,,"Canola Meal, 34%, Altona",476
2023,Weekly,49,,"Canola, #1CR",477
2023,Weekly,49,,"Corn, #2",478
2023,Weekly,49,,"Flaxseed, #1CW",479
2023,Weekly,49,,"Oats, #2CW",480
2023,Weekly,49,,"Peas, #2 Yellow",481
2023,Weekly,49,,Soybeans,482
2023,Weekly,49,,"Soymeal, 46%, Wpg",483
2023,Weekly,49,,"Wheat, Northern Hard Red",484
